pokemon,id,species_id,height,weight,base_experience,type_1,type_2,attack,defense,hp,special_attack,special_defense,speed,ability_1,ability_2,ability_hidden,color_1,color_2,color_f,egg_group_1,egg_group_2,url_image,generation_id,evolves_from_species_id,evolution_chain_id,shape_id,shape,pokebase,pokedex
zweilous,698,634,14,500,147,dark,dragon,85,70,72,65,70,58,hustle,NA,NA,#705848,#7038F8,#705072,dragon,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/634.png,5,633,323,8,quadruped,zweilous,http://www.pokemon.com/us/pokedex/zweilous
hydreigon,699,635,18,1600,270,dark,dragon,105,90,92,125,90,98,levitate,NA,NA,#705848,#7038F8,#705072,dragon,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/635.png,5,634,323,6,upright,hydreigon,http://www.pokemon.com/us/pokedex/hydreigon
larvesta,700,636,11,288,72,bug,fire,85,55,55,50,55,60,flame-body,NA,swarm,#A8B820,#F08030,#B9AA23,bug,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/636.png,5,NA,324,14,armor,larvesta,http://www.pokemon.com/us/pokedex/larvesta
volcarona,701,637,16,460,248,bug,fire,60,65,85,135,105,100,flame-body,NA,swarm,#A8B820,#F08030,#B9AA23,bug,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/637.png,5,636,324,13,bug-wings,volcarona,http://www.pokemon.com/us/pokedex/volcarona
cobalion,702,638,21,2500,261,steel,fighting,90,129,91,90,72,108,justified,NA,NA,#B8B8D0,#C03028,#B997A7,no-eggs,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/638.png,5,NA,325,8,quadruped,cobalion,http://www.pokemon.com/us/pokedex/cobalion
terrakion,703,639,19,2600,261,rock,fighting,129,90,91,72,90,108,justified,NA,NA,#B8A038,#C03028,#B98434,no-eggs,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/639.png,5,NA,326,8,quadruped,terrakion,http://www.pokemon.com/us/pokedex/terrakion
virizion,704,640,20,2000,261,grass,fighting,90,72,91,90,129,108,justified,NA,NA,#78C850,#C03028,#89A346,no-eggs,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/640.png,5,NA,327,8,quadruped,virizion,http://www.pokemon.com/us/pokedex/virizion
tornadus-incarnate,705,641,15,630,261,flying,NA,115,70,79,125,80,111,prankster,NA,defiant,#A890F0,NA,NA,no-eggs,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/641.png,5,NA,328,4,arms,tornadus,http://www.pokemon.com/us/pokedex/tornadus
tornadus-therian,706,641,14,630,261,flying,NA,100,80,79,110,90,121,regenerator,NA,NA,#A890F0,NA,NA,no-eggs,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/641.png,NA,NA,NA,NA,NA,tornadus,http://www.pokemon.com/us/pokedex/tornadus
thundurus-incarnate,707,642,15,610,261,electric,flying,115,70,79,125,80,111,prankster,NA,defiant,#F8D030,#A890F0,#E4C05E,no-eggs,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/642.png,5,NA,329,4,arms,thundurus,http://www.pokemon.com/us/pokedex/thundurus
thundurus-therian,708,642,30,610,261,electric,flying,105,70,79,145,80,101,volt-absorb,NA,NA,#F8D030,#A890F0,#E4C05E,no-eggs,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/642.png,NA,NA,NA,NA,NA,thundurus,http://www.pokemon.com/us/pokedex/thundurus
reshiram,709,643,32,3300,306,dragon,fire,120,100,100,150,120,90,turboblaze,NA,NA,#7038F8,#F08030,#8F49C7,no-eggs,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/643.png,5,NA,330,9,wings,reshiram,http://www.pokemon.com/us/pokedex/reshiram
zekrom,710,644,29,3450,306,dragon,electric,150,120,100,120,100,90,teravolt,NA,NA,#7038F8,#F8D030,#905CC7,no-eggs,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/644.png,5,NA,331,6,upright,zekrom,http://www.pokemon.com/us/pokedex/zekrom
landorus-incarnate,711,645,15,680,270,ground,flying,125,90,89,115,80,101,sand-force,NA,sheer-force,#E0C068,#A890F0,#D2B488,no-eggs,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/645.png,5,NA,332,4,arms,landorus,http://www.pokemon.com/us/pokedex/landorus
landorus-therian,712,645,13,680,270,ground,flying,145,90,89,105,80,91,intimidate,NA,NA,#E0C068,#A890F0,#D2B488,no-eggs,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/645.png,NA,NA,NA,NA,NA,landorus,http://www.pokemon.com/us/pokedex/landorus
kyurem,713,646,30,3250,297,dragon,ice,130,90,125,130,90,95,pressure,NA,NA,#7038F8,#98D8D8,#795EF0,no-eggs,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/646.png,5,NA,333,6,upright,kyurem,http://www.pokemon.com/us/pokedex/kyurem
kyurem-black,714,646,33,3250,315,dragon,ice,170,100,125,120,90,95,teravolt,NA,NA,#7038F8,#98D8D8,#795EF0,no-eggs,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/646.png,NA,NA,NA,NA,NA,kyurem,http://www.pokemon.com/us/pokedex/kyurem
kyurem-white,715,646,36,3250,315,dragon,ice,120,90,125,170,100,95,turboblaze,NA,NA,#7038F8,#98D8D8,#795EF0,no-eggs,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/646.png,NA,NA,NA,NA,NA,kyurem,http://www.pokemon.com/us/pokedex/kyurem
keldeo-ordinary,716,647,14,485,261,water,fighting,72,90,91,129,90,108,justified,NA,NA,#6890F0,#C03028,#7D78BF,no-eggs,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/647.png,5,NA,334,8,quadruped,keldeo,http://www.pokemon.com/us/pokedex/keldeo
keldeo-resolute,717,647,14,485,261,water,fighting,72,90,91,129,90,108,justified,NA,NA,#6890F0,#C03028,#7D78BF,no-eggs,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/647.png,NA,NA,NA,NA,NA,keldeo,http://www.pokemon.com/us/pokedex/keldeo
meloetta-aria,718,648,6,65,270,normal,psychic,77,77,100,128,128,90,serene-grace,NA,NA,#A8A878,#F85888,#BB947B,no-eggs,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/648.png,5,NA,335,12,humanoid,meloetta,http://www.pokemon.com/us/pokedex/meloetta
meloetta-pirouette,719,648,6,65,270,normal,fighting,128,90,100,77,77,128,serene-grace,NA,NA,#A8A878,#C03028,#AD8A64,no-eggs,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/648.png,NA,NA,NA,NA,NA,meloetta,http://www.pokemon.com/us/pokedex/meloetta
genesect,720,649,15,825,270,bug,steel,120,95,71,120,95,99,download,NA,NA,#A8B820,#B8B8D0,#ABB84A,no-eggs,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/649.png,5,NA,336,12,humanoid,genesect,http://www.pokemon.com/us/pokedex/genesect
chespin,721,650,4,90,63,grass,NA,61,65,56,48,45,38,overgrow,NA,bulletproof,#78C850,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/650.png,6,NA,337,6,upright,chespin,http://www.pokemon.com/us/pokedex/chespin
quilladin,722,651,7,290,142,grass,NA,78,95,61,56,58,57,overgrow,NA,bulletproof,#78C850,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/651.png,6,650,337,6,upright,quilladin,http://www.pokemon.com/us/pokedex/quilladin
chesnaught,723,652,16,900,239,grass,fighting,107,122,88,74,75,64,overgrow,NA,bulletproof,#78C850,#C03028,#89A346,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/652.png,6,651,337,6,upright,chesnaught,http://www.pokemon.com/us/pokedex/chesnaught
fennekin,724,653,4,94,61,fire,NA,45,40,40,62,60,60,blaze,NA,magician,#F08030,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/653.png,6,NA,338,8,quadruped,fennekin,http://www.pokemon.com/us/pokedex/fennekin
braixen,725,654,10,145,143,fire,NA,59,58,59,90,70,73,blaze,NA,magician,#F08030,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/654.png,6,653,338,6,upright,braixen,http://www.pokemon.com/us/pokedex/braixen
delphox,726,655,15,390,240,fire,psychic,69,72,75,114,100,104,blaze,NA,magician,#F08030,#F85888,#F17645,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/655.png,6,654,338,6,upright,delphox,http://www.pokemon.com/us/pokedex/delphox
froakie,727,656,3,70,63,water,NA,56,40,41,62,44,71,torrent,NA,protean,#6890F0,NA,NA,water1,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/656.png,6,NA,339,8,quadruped,froakie,http://www.pokemon.com/us/pokedex/froakie
frogadier,728,657,6,109,142,water,NA,63,52,54,83,56,97,torrent,NA,protean,#6890F0,NA,NA,water1,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/657.png,6,656,339,12,humanoid,frogadier,http://www.pokemon.com/us/pokedex/frogadier
greninja,729,658,15,400,239,water,dark,95,67,72,103,71,122,torrent,NA,protean,#6890F0,#705848,#6982C7,water1,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/658.png,6,657,339,12,humanoid,greninja,http://www.pokemon.com/us/pokedex/greninja
bunnelby,730,659,4,50,47,normal,NA,36,38,38,32,36,57,pickup,cheek-pouch,huge-power,#A8A878,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/659.png,6,NA,340,6,upright,bunnelby,http://www.pokemon.com/us/pokedex/bunnelby
diggersby,731,660,10,424,148,normal,ground,56,77,85,50,77,78,pickup,cheek-pouch,huge-power,#A8A878,#E0C068,#B5AD74,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/660.png,6,659,340,6,upright,diggersby,http://www.pokemon.com/us/pokedex/diggersby
fletchling,732,661,3,17,56,normal,flying,50,43,45,40,38,62,big-pecks,NA,gale-wings,#A8A878,#A890F0,#A8A295,flying,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/661.png,6,NA,341,9,wings,fletchling,http://www.pokemon.com/us/pokedex/fletchling
fletchinder,733,662,7,160,134,fire,flying,73,55,62,56,52,84,flame-body,NA,gale-wings,#F08030,#A890F0,#DE835E,flying,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/662.png,6,661,341,9,wings,fletchinder,http://www.pokemon.com/us/pokedex/fletchinder
talonflame,734,663,12,245,175,fire,flying,81,71,78,74,69,126,flame-body,NA,gale-wings,#F08030,#A890F0,#DE835E,flying,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/663.png,6,662,341,9,wings,talonflame,http://www.pokemon.com/us/pokedex/talonflame
scatterbug,735,664,3,25,40,bug,NA,35,40,38,27,25,35,shield-dust,compound-eyes,friend-guard,#A8B820,NA,NA,bug,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/664.png,6,NA,342,14,armor,scatterbug,http://www.pokemon.com/us/pokedex/scatterbug
spewpa,736,665,3,84,75,bug,NA,22,60,45,27,30,29,shed-skin,NA,friend-guard,#A8B820,NA,NA,bug,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/665.png,6,664,342,5,blob,spewpa,http://www.pokemon.com/us/pokedex/spewpa
vivillon,737,666,12,170,185,bug,flying,52,50,80,90,50,89,shield-dust,compound-eyes,friend-guard,#A8B820,#A890F0,#A8AE52,bug,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/666.png,6,665,342,13,bug-wings,vivillon,http://www.pokemon.com/us/pokedex/vivillon
litleo,738,667,6,135,74,fire,normal,50,58,62,73,54,72,rivalry,unnerve,moxie,#F08030,#A8A878,#DE8941,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/667.png,6,NA,343,8,quadruped,litleo,http://www.pokemon.com/us/pokedex/litleo
pyroar,739,668,15,815,177,fire,normal,68,72,86,109,66,106,rivalry,unnerve,moxie,#F08030,#A8A878,#DE8941,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/668.png,6,667,343,8,quadruped,pyroar,http://www.pokemon.com/us/pokedex/pyroar
flabebe,740,669,1,1,61,fairy,NA,38,39,44,61,79,42,flower-veil,NA,symbiosis,#EE99AC,NA,NA,fairy,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/669.png,6,NA,344,4,arms,flabebe,http://www.pokemon.com/us/pokedex/flabebe
floette,741,670,2,9,130,fairy,NA,45,47,54,75,98,52,flower-veil,NA,symbiosis,#EE99AC,NA,NA,fairy,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/670.png,6,669,344,4,arms,floette,http://www.pokemon.com/us/pokedex/floette
florges,742,671,11,100,248,fairy,NA,65,68,78,112,154,75,flower-veil,NA,symbiosis,#EE99AC,NA,NA,fairy,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/671.png,6,670,344,4,arms,florges,http://www.pokemon.com/us/pokedex/florges
skiddo,743,672,9,310,70,grass,NA,65,48,66,62,57,52,sap-sipper,NA,grass-pelt,#78C850,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/672.png,6,NA,345,8,quadruped,skiddo,http://www.pokemon.com/us/pokedex/skiddo
gogoat,744,673,17,910,186,grass,NA,100,62,123,97,81,68,sap-sipper,NA,grass-pelt,#78C850,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/673.png,6,672,345,8,quadruped,gogoat,http://www.pokemon.com/us/pokedex/gogoat
pancham,745,674,6,80,70,fighting,NA,82,62,67,46,48,43,iron-fist,mold-breaker,scrappy,#C03028,NA,NA,ground,humanshape,http://assets.pokemon.com/assets/cms2/img/pokedex/full/674.png,6,NA,346,6,upright,pancham,http://www.pokemon.com/us/pokedex/pancham
pangoro,746,675,21,1360,173,fighting,dark,124,78,95,69,71,58,iron-fist,mold-breaker,scrappy,#C03028,#705848,#AC392F,ground,humanshape,http://assets.pokemon.com/assets/cms2/img/pokedex/full/675.png,6,674,346,12,humanoid,pangoro,http://www.pokemon.com/us/pokedex/pangoro
furfrou,747,676,12,280,165,normal,NA,80,60,75,65,90,102,fur-coat,NA,NA,#A8A878,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/676.png,6,NA,347,8,quadruped,furfrou,http://www.pokemon.com/us/pokedex/furfrou
espurr,748,677,3,35,71,psychic,NA,48,54,62,63,60,68,keen-eye,infiltrator,own-tempo,#F85888,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/677.png,6,NA,348,6,upright,espurr,http://www.pokemon.com/us/pokedex/espurr
meowstic-female,749,678,6,85,163,psychic,NA,48,76,74,83,81,104,keen-eye,infiltrator,competitive,#F85888,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/678.png,NA,NA,NA,NA,NA,meowstic,http://www.pokemon.com/us/pokedex/meowstic
meowstic-male,750,678,6,85,163,psychic,NA,48,76,74,83,81,104,keen-eye,infiltrator,prankster,#F85888,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/678.png,6,677,348,6,upright,meowstic,http://www.pokemon.com/us/pokedex/meowstic
honedge,751,679,8,20,65,steel,ghost,80,100,45,35,37,28,no-guard,NA,NA,#B8B8D0,#705898,#A6A0C2,mineral,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/679.png,6,NA,349,5,blob,honedge,http://www.pokemon.com/us/pokedex/honedge
doublade,752,680,8,45,157,steel,ghost,110,150,59,45,49,35,no-guard,NA,NA,#B8B8D0,#705898,#A6A0C2,mineral,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/680.png,6,679,349,11,heads,doublade,http://www.pokemon.com/us/pokedex/doublade
aegislash-blade,753,681,17,530,234,steel,ghost,150,50,60,150,50,60,stance-change,NA,NA,#B8B8D0,#705898,#A6A0C2,mineral,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/681.png,NA,NA,NA,NA,NA,aegislash,http://www.pokemon.com/us/pokedex/aegislash
aegislash-shield,754,681,17,530,234,steel,ghost,50,150,60,50,150,60,stance-change,NA,NA,#B8B8D0,#705898,#A6A0C2,mineral,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/681.png,6,680,349,5,blob,aegislash,http://www.pokemon.com/us/pokedex/aegislash
spritzee,755,682,2,5,68,fairy,NA,52,60,78,63,65,23,healer,NA,aroma-veil,#EE99AC,NA,NA,fairy,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/682.png,6,NA,350,4,arms,spritzee,http://www.pokemon.com/us/pokedex/spritzee
aromatisse,756,683,8,155,162,fairy,NA,72,72,101,99,89,29,healer,NA,aroma-veil,#EE99AC,NA,NA,fairy,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/683.png,6,682,350,12,humanoid,aromatisse,http://www.pokemon.com/us/pokedex/aromatisse
swirlix,757,684,4,35,68,fairy,NA,48,66,62,59,57,49,sweet-veil,NA,unburden,#EE99AC,NA,NA,fairy,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/684.png,6,NA,351,7,legs,swirlix,http://www.pokemon.com/us/pokedex/swirlix
slurpuff,758,685,8,50,168,fairy,NA,80,86,82,85,75,72,sweet-veil,NA,unburden,#EE99AC,NA,NA,fairy,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/685.png,6,684,351,12,humanoid,slurpuff,http://www.pokemon.com/us/pokedex/slurpuff
inkay,759,686,4,35,58,dark,psychic,54,53,53,37,46,45,contrary,suction-cups,infiltrator,#705848,#F85888,#905857,water1,water2,http://assets.pokemon.com/assets/cms2/img/pokedex/full/686.png,6,NA,352,10,tentacles,inkay,http://www.pokemon.com/us/pokedex/inkay
malamar,760,687,15,470,169,dark,psychic,92,88,86,68,75,73,contrary,suction-cups,infiltrator,#705848,#F85888,#905857,water1,water2,http://assets.pokemon.com/assets/cms2/img/pokedex/full/687.png,6,686,352,5,blob,malamar,http://www.pokemon.com/us/pokedex/malamar
binacle,761,688,5,310,61,rock,water,52,67,42,39,56,50,tough-claws,sniper,pickpocket,#B8A038,#6890F0,#A49C64,water3,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/688.png,6,NA,353,11,heads,binacle,http://www.pokemon.com/us/pokedex/binacle
barbaracle,762,689,13,960,175,rock,water,105,115,72,54,86,68,tough-claws,sniper,pickpocket,#B8A038,#6890F0,#A49C64,water3,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/689.png,6,688,353,11,heads,barbaracle,http://www.pokemon.com/us/pokedex/barbaracle
skrelp,763,690,5,73,64,poison,water,60,60,50,60,60,30,poison-point,poison-touch,adaptability,#A040A0,#6890F0,#9253B3,water1,dragon,http://assets.pokemon.com/assets/cms2/img/pokedex/full/690.png,6,NA,354,5,blob,skrelp,http://www.pokemon.com/us/pokedex/skrelp
dragalge,764,691,18,815,173,poison,dragon,75,90,65,97,123,44,poison-point,poison-touch,adaptability,#A040A0,#7038F8,#943EB5,water1,dragon,http://assets.pokemon.com/assets/cms2/img/pokedex/full/691.png,6,690,354,5,blob,dragalge,http://www.pokemon.com/us/pokedex/dragalge
clauncher,765,692,5,83,66,water,NA,53,62,50,58,63,44,mega-launcher,NA,NA,#6890F0,NA,NA,water1,water3,http://assets.pokemon.com/assets/cms2/img/pokedex/full/692.png,6,NA,355,14,armor,clauncher,http://www.pokemon.com/us/pokedex/clauncher
clawitzer,766,693,13,353,100,water,NA,73,88,71,120,89,59,mega-launcher,NA,NA,#6890F0,NA,NA,water1,water3,http://assets.pokemon.com/assets/cms2/img/pokedex/full/693.png,6,692,355,2,squiggle,clawitzer,http://www.pokemon.com/us/pokedex/clawitzer
helioptile,767,694,5,60,58,electric,normal,38,33,44,61,43,70,dry-skin,sand-veil,solar-power,#F8D030,#A8A878,#E4C641,monster,dragon,http://assets.pokemon.com/assets/cms2/img/pokedex/full/694.png,6,NA,356,6,upright,helioptile,http://www.pokemon.com/us/pokedex/helioptile
heliolisk,768,695,10,210,168,electric,normal,55,52,62,109,94,109,dry-skin,sand-veil,solar-power,#F8D030,#A8A878,#E4C641,monster,dragon,http://assets.pokemon.com/assets/cms2/img/pokedex/full/695.png,6,694,356,6,upright,heliolisk,http://www.pokemon.com/us/pokedex/heliolisk
tyrunt,769,696,8,260,72,rock,dragon,89,77,58,45,45,48,strong-jaw,NA,sturdy,#B8A038,#7038F8,#A68666,monster,dragon,http://assets.pokemon.com/assets/cms2/img/pokedex/full/696.png,6,NA,357,6,upright,tyrunt,http://www.pokemon.com/us/pokedex/tyrunt
tyrantrum,770,697,25,2700,182,rock,dragon,121,119,82,69,59,71,strong-jaw,NA,rock-head,#B8A038,#7038F8,#A68666,monster,dragon,http://assets.pokemon.com/assets/cms2/img/pokedex/full/697.png,6,696,357,6,upright,tyrantrum,http://www.pokemon.com/us/pokedex/tyrantrum
amaura,771,698,13,252,72,rock,ice,59,50,77,67,63,46,refrigerate,NA,snow-warning,#B8A038,#98D8D8,#B0AD5E,monster,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/698.png,6,NA,358,8,quadruped,amaura,http://www.pokemon.com/us/pokedex/amaura
aurorus,772,699,27,2250,104,rock,ice,77,72,123,99,92,58,refrigerate,NA,snow-warning,#B8A038,#98D8D8,#B0AD5E,monster,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/699.png,6,698,358,8,quadruped,aurorus,http://www.pokemon.com/us/pokedex/aurorus
sylveon,773,700,10,235,184,fairy,NA,65,65,95,110,130,60,cute-charm,NA,pixilate,#EE99AC,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/700.png,6,133,67,8,quadruped,sylveon,http://www.pokemon.com/us/pokedex/sylveon
hawlucha,774,701,8,215,175,fighting,flying,92,75,78,74,63,118,limber,unburden,mold-breaker,#C03028,#A890F0,#BA4758,humanshape,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/701.png,6,NA,359,12,humanoid,hawlucha,http://www.pokemon.com/us/pokedex/hawlucha
dedenne,775,702,2,22,151,electric,fairy,58,57,67,81,67,101,cheek-pouch,pickup,plus,#F8D030,#EE99AC,#F5C24E,ground,fairy,http://assets.pokemon.com/assets/cms2/img/pokedex/full/702.png,6,NA,360,6,upright,dedenne,http://www.pokemon.com/us/pokedex/dedenne
carbink,776,703,3,57,100,rock,fairy,50,150,50,50,150,50,clear-body,NA,sturdy,#B8A038,#EE99AC,#C59E54,fairy,mineral,http://assets.pokemon.com/assets/cms2/img/pokedex/full/703.png,6,NA,361,1,ball,carbink,http://www.pokemon.com/us/pokedex/carbink
goomy,777,704,3,28,60,dragon,NA,50,35,45,55,75,40,sap-sipper,hydration,gooey,#7038F8,NA,NA,dragon,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/704.png,6,NA,362,2,squiggle,goomy,http://www.pokemon.com/us/pokedex/goomy
sliggoo,778,705,8,175,158,dragon,NA,75,53,68,83,113,60,sap-sipper,hydration,gooey,#7038F8,NA,NA,dragon,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/705.png,6,704,362,2,squiggle,sliggoo,http://www.pokemon.com/us/pokedex/sliggoo
goodra,779,706,20,1505,270,dragon,NA,100,70,90,110,150,80,sap-sipper,hydration,gooey,#7038F8,NA,NA,dragon,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/706.png,6,705,362,6,upright,goodra,http://www.pokemon.com/us/pokedex/goodra
klefki,780,707,2,30,165,steel,fairy,80,91,57,80,87,75,prankster,NA,magician,#B8B8D0,#EE99AC,#C5B0C7,mineral,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/707.png,6,NA,363,1,ball,klefki,http://www.pokemon.com/us/pokedex/klefki
phantump,781,708,4,70,62,ghost,grass,70,48,43,50,60,38,natural-cure,frisk,harvest,#705898,#78C850,#717386,plant,indeterminate,http://assets.pokemon.com/assets/cms2/img/pokedex/full/708.png,6,NA,364,4,arms,phantump,http://www.pokemon.com/us/pokedex/phantump
trevenant,782,709,15,710,166,ghost,grass,110,76,85,65,82,56,natural-cure,frisk,harvest,#705898,#78C850,#717386,plant,indeterminate,http://assets.pokemon.com/assets/cms2/img/pokedex/full/709.png,6,708,364,10,tentacles,trevenant,http://www.pokemon.com/us/pokedex/trevenant
